Age,Gender,Current_status,Sleep_hours,Work_hours,Hobby_hours,Commute_time,Number_of_tasks,Task_difficulty,Work_under_pressure,Social_hours,Social_quality,Home_environment,Stressful_event,Arguing/conflict with someone,Academic/work failure or poor performance,Transportation problem / car issue,Financial stress,Health-related stress,Bad weather,Overthinking,Stress_scale
0,1,1,5.816586167046461,0.0,3.2969446669951465,15,5.028453321934641,0,0,7.947457727869263,2,1,0,0,0,0,0,0,0,0,1
2,1,2,7.348888270621011,8.017888560998465,2.4191780697480634,60,6.064095249090662,2,2,7.540839599995978,0,0,0,0,0,0,0,0,0,2,1
0,0,1,9.957165857365048,0.9142404442855133,2.4564567998696627,60,1.9262346417316354,2,1,0.8685546315080274,0,1,1,0,0,0,1,0,0,2,2
1,1,1,6.4232905488111625,2.460655599524721,4.92920353226934,15,2.4745413118737636,2,1,8.626033739994076,2,1,1,0,0,1,1,0,0,2,2
0,1,2,7.604522104099482,6.092477401090217,1.9625188367643438,15,10.60125706413435,1,2,4.390713724362713,2,1,1,0,1,0,0,0,1,1,2
2,1,1,7.351865958908155,0.19605344174970982,4.313557692138922,45,1.7593485737081402,1,2,4.142604310830453,1,1,0,0,0,0,0,0,0,3,0
0,0,1,5.939460019295478,2.766161984085186,1.9866070530670432,15,2.9897836506621895,0,1,4.08663521376014,2,1,1,0,1,1,0,1,0,1,2
2,1,1,6.318406072882699,0.0,4.28104827763863,45,1.01253881122421,1,2,3.1307113059503853,1,1,0,0,0,0,0,0,0,3,0
3,1,3,5.564997262812555,9.300243521381306,1.3996448015334308,15,11.607948630437184,0,1,4.385251548849432,1,1,1,0,1,1,0,0,0,1,1
0,0,2,6.634169049840167,6.012430867168306,4.07387122504352,45,9.610104856629583,1,1,6.819314779595441,0,0,1,1,0,0,1,0,1,2,2
2,1,1,6.177794342334469,0.0,1.6035040029763368,15,5.557374501388863,1,2,2.120648349165215,1,1,1,0,0,0,0,1,0,1,1
0,0,1,13.214641321475625,2.1067174482661897,0.28478491390360605,45,4.361077383188437,2,1,6.23065738972414,2,1,1,1,0,1,0,0,0,3,2
3,0,2,7.701996583264155,6.736630636504942,3.5447948429881553,15,4.686010619440609,0,1,5.83851624134654,1,0,1,0,1,0,0,0,0,1,1
0,1,2,6.268686838874322,8.729485468135275,3.0613156998127966,45,7.3031220215382096,2,1,10.183987395945909,1,1,0,0,0,0,0,0,0,1,0
2,1,3,5.297375404613345,10.450846273098085,0.6770698938099109,150,13.20462472636013,1,1,9.359376831445248,2,1,1,1,0,0,0,1,0,2,1
0,0,1,7.082105157030851,0.0,3.8609810026030904,45,2.0450956514858416,1,0,3.8663647114018227,2,1,1,0,0,0,1,0,0,2,1
3,1,1,6.188603399026124,3.9895891255569116,4.159428393976689,45,7.34425821808861,0,0,0.7123330905734646,0,0,0,0,0,0,0,0,0,2,0
0,0,3,8.318676841437698,2.122743711055541,3.673729149789331,60,2.3031350885682884,2,2,9.071395494859564,2,1,1,0,1,0,0,0,0,3,2
0,1,2,5.430127931755063,6.894003083388966,4.198692523571961,15,9.51507106863232,0,2,5.209739576905129,0,1,1,0,0,1,0,0,0,0,1
2,1,1,7.554572193458799,2.439468080734229,2.5266865695502854,15,4.598694604785731,0,1,5.636925241354912,0,1,1,0,0,1,0,0,0,2,1
2,0,2,4.839885456240524,8.508024370313976,2.1954115606272033,15,7.0650684588498525,2,2,9.464163643479614,2,0,1,0,1,0,1,0,0,2,1
0,0,2,6.909547359978783,7.516463205863503,5.153956272929666,45,9.139695961023605,0,1,7.163056614469895,0,1,1,0,1,0,0,0,0,3,1
2,1,2,7.739808939898802,8.49236663690984,6.110056242534495,60,3.01418424944592,2,1,3.3725985004795342,2,1,0,0,0,0,0,0,0,2,1
0,1,0,6.864272132273963,0.7513657069767695,4.116610232911615,15,0.13884995018647905,1,1,3.5367412017581907,2,1,0,0,0,0,0,0,0,2,0
1,1,1,4.896865322837257,0.4551809079324524,0.9055953295415503,60,4.717321878483705,1,1,10.14080151870898,2,1,1,1,1,0,0,0,1,2,1
2,1,1,7.928011964283102,0.6947940286237704,2.01696675008173,15,3.91897608939935,2,2,4.836737924599795,0,0,1,0,0,1,0,0,0,3,2
0,1,3,5.9861422168773,12.181265760987653,2.826230136423808,60,1.7391006576267987,2,2,3.4490200480260977,0,1,1,1,0,0,0,0,0,3,2
0,0,1,6.214264250069225,2.7442887600107895,6.319386704127525,45,3.40161278026226,2,2,9.229468403380931,2,0,1,1,0,1,0,0,0,2,2
1,0,2,7.519469248493099,5.540093862064856,2.506880374412918,60,8.779840464952612,2,2,4.777284030253437,2,1,0,0,0,0,0,0,0,2,1
0,0,2,6.102520271718594,6.865300678767359,4.1229443701985495,15,5.220608002465617,1,0,2.7917907455477553,0,1,1,0,0,0,0,1,1,0,2
0,1,2,7.7193478845321994,6.558231088179912,4.466329386826468,45,9.609865957019375,0,1,5.4132857803619725,1,0,1,0,0,1,0,0,0,2,1
0,1,2,5.855577934056299,7.63667965853366,3.0123050699008576,60,5.408078946929886,1,1,8.313247882521543,0,0,1,0,0,1,1,0,0,0,2
3,1,0,9.180710883698497,0.0,2.1710640001054076,45,3.3952418142408884,0,2,5.756855048084862,1,1,0,0,0,0,0,0,0,2,0
0,1,3,5.870009260780842,8.73811339920564,6.162307055615007,150,9.773408955827854,2,1,9.824235286054469,2,0,0,0,0,0,0,0,0,1,1
0,1,2,6.019795007215073,5.505889792469239,4.27466024062132,60,10.076129511378886,2,2,5.492164141363507,0,1,0,0,0,0,0,0,0,0,1
0,1,1,8.062857484643699,0.0,1.3876849384236614,60,2.9875966462361334,1,1,3.518252258781754,2,1,0,0,0,0,0,0,0,1,0
0,0,1,6.0714250846057185,2.2350302361524275,4.759539279880695,15,5.937452607837748,2,1,1.635090725861002,2,1,1,1,0,0,0,0,0,2,1
0,0,0,8.271175589514803,2.1352472801306104,1.657955654067005,45,3.406016796318859,0,2,7.148469772600753,0,1,1,0,0,0,0,0,0,3,2
0,0,1,7.102835753359272,1.0269157759337246,2.5865254652284873,15,4.476334099127364,1,1,5.453133277282636,0,0,1,0,1,0,1,0,0,3,1
1,1,1,9.246783234764147,1.5249056197433504,2.379726520121588,15,3.8073613999803504,1,0,5.908274073060817,0,1,1,0,0,1,0,0,0,1,1
0,1,3,6.897610335760858,9.491280121855667,3.917153133165167,60,12.03441323510603,0,2,4.3352024316867785,0,1,0,0,0,0,0,0,0,1,1
0,1,1,7.739101130950879,2.1805261709680166,1.2653455834611864,15,4.558211390363687,1,1,1.8407185979500573,1,0,0,0,0,0,0,0,0,3,0
1,0,2,5.168945335039908,8.82019264407422,5.6577518607239385,45,6.007222884353324,2,1,6.826918035508125,2,1,1,0,0,1,0,1,1,2,2
0,0,3,5.014419647536277,10.933312539313375,2.1418701977898653,45,10.855322439231006,2,0,5.53390912291315,0,1,1,0,0,0,1,0,0,1,2
3,1,2,5.6447024683901335,8.799345422206565,5.867045615611211,60,6.001450312440383,1,0,6.8559972074063795,0,0,1,0,0,0,1,0,1,0,2
3,1,1,6.4533188921090465,1.139708368425681,2.993716707849797,60,2.038556801450452,0,1,4.75782013702638,1,0,1,1,1,0,0,0,1,3,2
0,0,1,8.17047395887008,0.652255355451296,1.1001097173706271,15,5.409364418009787,2,0,6.599401147626669,2,1,0,0,0,0,0,0,0,0,1
0,0,1,6.494656542932083,3.017749103702971,5.333212235842918,45,7.711335416126051,2,1,4.477310608460605,0,1,1,0,0,0,1,0,0,3,2
1,1,2,7.1834439378449275,9.187583462162031,4.0717541135756985,60,9.342196758438435,2,0,5.0422579486734795,0,1,1,0,0,0,1,1,0,2,1
0,0,1,5.354768147717965,1.6717661818370577,0.9558748671102366,15,7.898708979969039,2,0,0.4915247583734693,1,1,0,0,0,0,0,0,0,1,1
3,0,2,5.727986460215577,9.065527599863701,6.51843125416843,15,5.985358871925991,2,2,3.6437249823990445,2,1,0,0,0,0,0,0,0,1,1
3,0,2,7.290419029083014,9.454489018179414,2.157844407956621,45,8.023147936430114,0,1,7.399478421526279,0,1,1,0,1,0,1,0,0,3,1
1,1,1,6.216249820326486,0.0,5.081961557743922,15,5.40334045211665,2,2,2.224358205517424,1,1,0,0,0,0,0,0,0,2,1
0,0,1,6.1607752565237375,7.648321770131488,1.9777824027014854,15,3.946567917596072,2,1,1.3273418094827742,2,1,0,0,0,0,0,0,0,2,1
0,0,1,7.971454777093266,1.6151721119150668,23.0,15,2.8345391248760166,1,2,5.3624120006659455,2,1,1,0,1,0,0,0,0,2,2
0,1,2,6.301141328861186,5.328148807605656,1.3844814668218821,15,9.687108154670636,2,2,9.016394085209996,0,0,0,0,0,0,0,0,0,3,1
1,0,2,8.308156019674701,9.426996433546758,2.6308169096022955,60,9.36185101695153,0,1,8.568580618029172,0,1,0,0,0,0,0,0,0,1,1
2,1,1,8.983569606605316,2.64716583213706,2.0195175366591416,15,4.32987092151905,0,2,7.7089947413839495,0,0,0,0,0,0,0,0,0,2,1
0,1,3,6.131784536767742,7.5944463348756,6.606963409688146,60,8.567864164049485,1,1,8.195662970952737,2,1,1,0,0,0,0,1,1,2,1
0,0,2,6.036473720622952,8.26453491758637,2.8698624381678988,15,10.471858869605391,0,1,6.38231518065986,2,1,1,0,1,1,0,0,0,2,2
1,0,2,5.840561569639763,6.994691989558743,4.700070410017276,150,5.041145169918561,0,2,7.817405962079212,1,1,0,0,0,0,0,0,0,1,1
0,1,1,5.8509378906539595,2.7372348199474517,1.3168390404477555,45,6.505172892620029,1,0,3.1048244995805105,1,0,1,1,0,0,1,0,0,3,1
3,1,1,5.436829838447147,2.405314405333001,4.167828907552424,15,6.348463732209725,2,1,2.344108526193671,1,1,1,0,1,0,1,1,0,1,1
1,1,2,6.05136801668191,7.717276934046288,3.3531090732528566,45,6.400469408608207,2,1,6.11248492097278,2,1,1,0,1,1,0,0,1,1,2
0,1,1,7.652044230023497,0.9115245138530275,0.8296047956854987,15,1.7961725783266242,2,1,1.4897123719642948,2,1,0,0,0,0,0,0,0,3,0
0,0,1,6.4193842118831865,2.6666214943529067,7.676582147440613,45,3.0974516748715746,2,2,9.691745032147624,0,1,1,1,1,0,0,0,0,1,1
1,1,2,8.321019198662354,8.585902262155336,5.002408700793031,150,5.875766895129636,0,1,5.9888138164849565,1,1,1,0,0,1,1,0,1,3,2
0,0,2,6.895355856377854,7.6405229105723675,1.1658593844403204,15,10.770547544688519,2,1,2.9393989663125355,1,0,1,0,0,1,0,1,0,2,1
2,1,1,7.998898857881899,0.0,2.4383670523564955,15,2.156402349994162,0,2,5.907093893477717,2,1,0,0,0,0,0,0,0,2,1
1,1,2,6.512311522203456,6.0298004944873185,6.930522697123759,60,6.948758432090427,2,1,8.356892152320885,0,1,0,0,0,0,0,0,0,2,0
1,1,2,5.817811392990739,8.862878771396854,2.6864600309418916,60,11.659568432721017,1,1,1.5884231713824712,2,1,0,0,0,0,0,0,0,2,1
2,0,3,4.964453687156368,11.494035556429068,5.67575932829931,15,11.255125976438041,2,1,9.886164925999553,2,0,0,0,0,0,0,0,0,0,0
2,0,2,5.916221233183924,7.822556996255202,2.6482258615856895,150,10.512004127536288,0,2,6.38756190673057,2,1,1,0,0,0,0,1,1,2,1
1,1,3,6.244976220374924,7.660400260783816,6.1906191962256845,60,10.48615075763473,0,1,1.1531078398906753,1,1,1,1,0,0,0,0,0,2,1
1,1,2,8.001144528193144,5.530996287984125,5.791188278619798,45,10.843135410922985,2,1,0.6120259086126012,2,1,1,0,0,1,0,0,0,2,2
0,0,1,8.779398625099928,1.7390493126564148,2.5863119912612205,15,6.884173755931284,0,0,5.69696948253567,2,1,1,0,0,0,0,1,1,2,2
2,0,2,6.363077036417725,7.219529145660152,2.125823095502221,60,9.583270704855979,1,2,8.191045939617887,2,1,1,0,0,0,0,1,1,2,1
0,1,2,8.1982877537645,6.941819515618709,6.354055705516232,60,8.415375405566444,2,1,4.6611372478773285,0,0,1,1,0,0,0,0,1,3,1
0,0,0,7.1940209862500915,0.0,6.184586809127752,15,0.3861897139106647,1,1,9.21756260356924,2,0,1,0,1,0,0,0,0,1,1
0,1,2,7.794304795760634,5.351494751616769,6.614204231279601,150,9.557013350650807,0,2,5.301786549104248,2,0,1,0,0,1,0,0,0,2,2
2,1,3,6.343993797463662,6.895555578599784,3.3395328146350636,15,12.964992780596544,2,1,1.353525080962341,2,1,0,0,0,0,0,0,0,1,1
0,1,2,6.291791534273647,7.497641222399284,5.623932448521278,15,5.05496313995565,2,2,1.4392937466146851,0,1,0,0,0,0,0,0,0,3,1
1,1,2,6.494977030358088,7.63220793092594,0.09294124652952052,45,6.2933322047127,2,0,5.41992572956305,0,0,0,0,0,0,0,0,0,0,0
1,1,3,5.56854515877344,8.217996386532098,5.4251960621717865,60,9.979181225315116,0,1,1.0728031839260426,1,1,1,1,0,0,0,0,0,2,1
0,1,1,5.991977497439067,2.904232338631233,3.9164350211741827,15,4.8181505046086714,0,1,3.078055265857585,1,1,1,1,0,0,1,1,0,2,1
1,1,1,7.9477738798715425,3.364893398278695,3.982085975246612,15,4.3615218866967025,1,2,5.469779931461409,1,1,0,0,0,0,0,0,0,2,1
0,1,2,7.266094555380392,8.35605842244929,6.317391646826675,45,10.457152657322256,2,1,2.80429725690342,1,1,1,1,1,0,1,0,0,1,2
0,0,1,6.113295995746405,1.028375025777811,1.8836423836039284,45,5.150102533621571,1,0,1.3696367599503185,2,1,1,0,0,0,0,1,0,1,1
0,0,2,6.279360606421719,5.106822437830029,4.640665929103094,45,7.534771812251386,0,0,1.6958539770143897,0,1,0,0,0,0,0,0,0,2,1
3,0,1,4.956463811715244,2.173009513076741,6.40898439418336,60,5.836590828530091,2,1,8.313966206695973,1,1,0,0,0,0,0,0,0,2,1
0,0,1,6.78182026564088,3.129757588022714,6.9362634796941665,45,4.799036623020227,0,1,2.1274431995015517,0,0,1,1,0,1,0,0,1,2,2
2,0,2,5.696065836536557,8.141654111594324,0.9238226331061303,15,10.674909424036807,2,2,4.104716027817879,0,1,0,0,0,0,0,0,0,0,0
0,0,2,6.002155118502362,8.583809039979913,2.253612491268882,15,8.502745824658025,2,1,4.713366207715925,2,0,0,0,0,0,0,0,0,2,1
0,1,3,4.00807655963906,11.387997398264556,6.750856108596148,45,8.324013855431959,0,0,3.1513420928954274,2,0,1,0,0,0,0,0,0,3,1
2,1,1,8.018646209995781,0.3955431923363678,5.567525553056466,15,4.0654061958086665,2,1,8.006297722965138,0,0,1,0,0,1,0,0,0,3,1
1,1,3,6.6026865939008,9.591359663940338,0.4484626714116067,60,11.188623742317944,1,2,8.820529027346858,2,1,0,0,0,0,0,0,0,1,0
2,0,1,4.306329911569877,0.8952740258406682,7.357410795888054,45,6.419196485991206,0,2,7.172034025490728,0,1,0,0,0,0,0,0,0,1,0
1,0,1,6.271269907544288,2.014925749167733,3.703636282917349,60,6.280161942164188,0,1,2.9875543205205664,2,1,0,0,0,0,0,0,0,2,1
1,1,2,6.873555963554118,7.945622187546098,3.041601314878585,45,6.983690807135932,2,1,6.115524499301387,2,1,1,0,1,1,0,0,1,1,2
1,1,2,7.082510124942939,9.323564545071173,2.944378774432456,45,11.03666530043602,2,0,6.066482448021321,2,0,1,1,1,0,0,0,1,3,2
0,0,1,8.529103686305902,0.0,6.362504349394371,15,3.043360495420622,0,0,8.105833364473742,2,1,1,0,0,1,1,0,0,1,2
0,1,1,7.993146281697305,3.6664291218535947,4.438481566336309,15,3.5562225288379317,0,1,2.0188632299097717,0,1,0,0,0,0,0,0,0,2,0
0,1,1,7.574073924303486,0.0,5.396814077971615,45,2.4864315788773936,2,0,0.0,2,1,1,1,0,1,0,0,1,1,1
0,0,2,4.917527379560858,5.75945402123219,7.696572567152048,60,9.598711831011205,2,1,9.504897583672149,1,1,1,0,0,0,0,0,1,0,1
1,0,1,5.005429185803699,0.0,2.615443490038618,15,4.535361140979506,2,1,2.842571341880068,0,1,1,0,0,1,0,1,1,2,2
0,0,1,7.972806708192684,1.1455118944100955,1.4104863961011331,15,2.1176806480260795,2,2,2.406359830581645,2,1,1,0,1,0,0,0,0,2,2
0,0,0,7.211148954183571,0.0,5.425062398854511,45,2.8474626535674084,0,1,8.850364099909584,2,1,0,0,0,0,0,0,0,1,1
1,0,3,7.035571874881045,9.644070347747116,6.352555342648494,15,7.694812978257789,0,2,7.58431188589677,0,1,1,0,0,0,1,1,0,2,2
0,0,2,7.338040091726535,5.934947233076809,5.829137747842525,150,8.293859031077336,2,1,10.472161491061081,0,1,1,1,1,0,1,0,0,0,1
1,1,2,8.564998418773328,7.4992627540594485,5.884615777006325,150,5.996879728613856,0,1,7.675546628141348,1,1,1,0,0,1,1,0,1,3,2
0,1,2,7.939756127039705,6.3582765116799145,0.7278187463723027,15,10.894623004862822,1,2,3.233636438116735,2,1,1,0,1,0,0,0,1,1,2
1,0,2,6.048353215170064,8.353336850721835,2.9353387374870903,45,7.723149292518777,2,2,9.048463426481817,1,1,1,1,1,1,0,0,0,3,1
2,1,1,5.6228969593024765,0.5907306227946888,6.775642768910229,15,6.796184521885463,2,2,4.664915718269122,2,1,0,0,0,0,0,0,0,0,1
3,1,3,4.824105134380864,8.254172260958299,2.3092883812117844,45,9.388512487788836,1,2,8.844289959247128,0,1,1,0,1,0,0,0,1,3,1
3,1,0,9.222356247182141,0.0,3.603881508393711,15,3.009307731754249,2,0,1.9422171146106626,0,1,1,0,1,0,0,1,1,3,1
2,1,2,7.68064308830983,6.470717810074779,4.282827935204004,15,10.604608609267562,2,1,1.0459732016798717,2,1,1,1,0,0,0,1,0,1,1
1,0,0,8.030324690316757,0.513747908863938,4.100773362470582,60,1.3234620276832096,2,1,0.30946089864077697,2,1,1,1,0,0,0,0,1,3,1
0,1,2,7.439106399382795,7.739465469126277,6.724449957767219,60,8.31027053486039,2,1,4.321773716340984,0,0,1,1,0,0,0,0,1,3,1
1,0,2,6.119506496007983,9.051357487286106,5.260425592847629,45,7.495947646129002,2,1,1.5336819906697046,0,1,1,0,0,0,0,1,1,3,2
2,1,2,8.042172871211656,5.972013071029073,1.5286960239575245,60,6.604600751155719,2,1,4.664161867336003,2,1,1,0,1,0,0,0,1,2,1
2,1,1,8.509177464912389,0.22102540190582998,6.348275816667863,15,3.617945154949531,2,1,7.053609861154286,0,0,1,0,0,1,0,0,0,3,1
0,0,1,6.37073997497872,3.532438097113655,3.7252760751053993,15,5.294874101146875,2,2,7.164630708911027,2,1,0,0,0,0,0,0,0,3,1
1,1,2,7.460707090337239,6.769842879166976,2.8702326508669134,15,10.617212172723738,0,2,3.271935329489003,2,1,0,0,0,0,0,0,0,3,1
1,0,1,6.223043235316678,2.016970488717865,3.141081347974488,45,2.6385951814032707,2,0,3.8248960535552885,2,1,1,0,1,1,0,0,0,2,2
0,0,1,8.509177692114134,5.983585286378011,0.14801548756135088,15,5.631290094580689,1,2,3.022860322579496,1,1,1,0,1,0,0,0,0,2,2
1,0,2,5.932673086763323,6.8026738707839565,1.3158548791757685,150,8.702959571480855,2,1,1.7852629699188576,2,0,0,0,0,0,0,0,0,2,1
0,1,1,6.688011348751019,2.594272137981642,4.905925043580485,15,2.345004379118542,2,1,9.601399226446496,2,0,0,0,0,0,0,0,0,2,1
0,1,2,6.020635767260844,9.226940685018256,6.091145409190725,60,8.669405433671953,2,2,4.306149025654452,2,1,0,0,0,0,0,0,0,1,0
2,1,1,5.390099184576697,2.975707098609408,6.589028857156274,60,6.53772519112152,0,1,3.14997268362509,2,1,0,0,0,0,0,0,0,3,0
3,1,1,5.810196751106912,0.23091148791820498,2.5541218774044596,60,2.587346187475961,0,1,5.225025318753328,1,0,1,1,1,0,0,0,1,3,2
0,1,3,5.621819484180753,8.391923470155692,6.48592121177931,150,10.834950273318482,2,1,9.644702453558054,2,0,0,0,0,0,0,0,0,1,1
0,1,1,6.889325364294518,2.5883797096787595,3.413667239329215,15,3.9142789749099753,2,1,9.08361113403665,1,1,0,0,0,0,0,0,0,0,1
1,1,3,7.686530183032082,8.742424859677097,5.794944671853529,45,14.001394348000934,1,1,0.6396179756558467,2,1,1,1,1,0,1,0,0,1,1
3,0,2,6.695615668397738,6.9294064372205995,5.750870099591829,150,4.930440262903412,0,1,1.8440423721837003,0,1,1,1,0,0,0,0,0,2,1
1,0,2,6.117107489930527,6.386749477272079,6.242595550808297,60,5.013190574434022,2,1,8.858545985576377,1,0,1,0,0,0,0,0,1,2,1
2,0,1,6.213413487383005,1.88295098089652,2.36303792342067,15,5.787195330632582,0,1,7.297288613673203,0,1,1,1,0,0,0,0,0,1,1
0,1,1,5.7192959313661405,2.109451422985562,4.151165728614759,15,5.528528584145096,0,1,3.261444819223788,1,1,1,1,0,0,1,1,0,2,1
0,0,2,5.7055910797921445,7.900908564327466,6.133774910868824,60,5.619658656759381,0,2,8.295991574762088,2,0,1,0,0,1,0,0,0,3,1
3,1,2,5.850340896086169,7.366635225484353,3.8176214470881016,60,10.927710817027679,1,2,8.813322151389588,1,1,1,0,0,0,0,0,1,1,2
1,0,2,5.9812291432961535,6.6785097114091485,1.3377822430750017,60,8.096296585529966,1,2,4.121018020222277,1,1,1,1,0,0,0,0,0,3,1
1,0,1,7.823450282845105,1.1402879620923867,2.363413397330987,15,3.2452218812010396,2,2,2.5401175255789843,2,0,1,0,0,0,0,0,1,3,1
0,1,2,6.748492761171529,6.257001661800351,3.4892793568516947,60,8.4045916433085,2,1,5.373839602184121,0,1,1,1,1,1,0,0,0,1,2
0,1,3,4.660138705485548,8.796814627092468,5.3076525435099,60,11.87706180872216,2,1,3.8000323628515136,2,1,1,0,0,0,0,0,0,3,2
2,1,1,7.787747483980496,1.2375285738446011,3.2064938080835046,45,6.011042328573717,0,1,5.345510235161604,0,1,1,0,0,0,1,1,0,2,1
0,0,1,9.213416828514065,3.4331073790786357,3.3542638308496926,15,4.401136236744619,1,0,6.962285581944204,0,0,0,0,0,0,0,0,0,3,0
0,1,2,7.693243976983475,7.253535793611572,5.13686626636606,150,6.893206187714193,2,0,5.780754156041279,2,0,0,0,0,0,0,0,0,2,1
2,1,1,4.604900485952244,1.874196230975904,4.34591074967164,15,5.94892176185098,0,1,1.1678275247987302,2,0,1,0,0,1,0,1,1,1,1
1,0,1,8.743678412857982,2.4292577148878003,2.1849518501071694,15,6.068719857856466,0,1,1.542067244132209,2,1,0,0,0,0,0,0,0,3,0
1,1,2,7.009063643124091,8.679717453702468,4.344670941454865,60,9.524602771908741,2,0,4.386870123410701,0,1,1,0,0,0,1,1,0,2,1
0,0,2,4.846574804321095,8.092324536437069,2.499987281255088,15,6.97421578656705,0,1,4.823638885860225,2,1,1,1,0,0,0,1,0,3,1
0,0,1,5.572899857562161,0.37489370595336724,3.3594525208766077,15,2.053024837775966,2,1,5.574974577158494,0,1,1,1,0,0,0,0,0,2,1
1,0,1,8.821180231246403,2.2883179035017833,4.023766574446759,60,3.584674364358082,2,1,8.40522583667682,2,0,1,0,0,0,1,0,0,1,2
0,0,2,5.486535726761083,8.299547485112637,2.414401780063393,15,8.586406904439439,2,1,5.451972523333492,2,0,0,0,0,0,0,0,0,2,1
0,1,1,9.271783440950372,2.2869574968100856,1.4105197100044309,15,4.623569629430823,0,2,2.1015032313858524,2,1,0,0,0,0,0,0,0,0,1
1,0,1,7.029388732172874,2.4756530613536847,1.0272560026613538,45,3.6121112057869906,2,1,5.222693813424972,2,1,1,0,0,0,0,0,0,2,2
2,0,1,7.070141285166995,2.0087787749649126,3.6609945292627075,45,4.825454901248081,0,1,5.792053125317942,2,1,1,0,0,1,0,1,1,2,1
0,0,3,4.399426605462269,9.545377270778971,2.819952371885457,45,11.840179159008569,2,0,6.087230694375988,0,1,1,0,0,0,1,0,0,1,2
1,0,2,7.238966003502186,7.8552629718235005,2.3376395479177363,60,6.138592998690707,2,1,9.139697434042636,2,0,0,0,0,0,0,0,0,1,0
1,1,1,6.65404283037957,1.4155800349979037,3.5413020893585596,60,2.508033629281618,0,0,3.8886202988909457,2,1,1,0,1,0,1,0,1,2,2
1,0,1,8.684807255245007,0.1724833531759771,2.2890809531430216,150,4.090790858198826,2,1,0.9249466452376566,1,0,0,0,0,0,0,0,0,1,1
0,0,1,7.39457443292966,2.0174241264096926,1.5328865049406826,60,5.2897529909711825,2,1,7.239980450429824,2,1,0,0,0,0,0,0,0,0,0
1,1,2,8.909171741505693,8.308640596304233,5.27039916780779,60,6.877565808033066,2,1,1.6136342920181095,2,1,0,0,0,0,0,0,0,2,1
